NAMC_ID,NAMC_CODE,NAMC_term,NAMC _term_diacritical,  NAMC _term_DEVANAGARI,short_definition,long_definition,ontology_branches
1863,J-3,KAPAJAKARNAROGAH,kaphajakarṇarōgaḥ,कफजकर्णरोगः,karṇarōga due to kapha ,"the disorder is characterized by vaiśrutyam [abnormal hearing], kaṇḍūḥ [itching], sthiraśōthaḥ [fixed swelling], śuklasrutiḥ [whitish discharge], snigdhasrutiḥ [unctuous discharge], svalparujaḥ [mild pain], śirōgaurav [heaviness of head], grīvāgauravam [heaviness in neck region], hanugauravam [heaviness over mandibular region], mand rujaḥ [mild pain], kaṇḍuḥ [itching inside ear], śvayathu [swelling around ear], ūṣṇēcchāḥ [preference for hot things], pākāt śvēt ghan sruti [if suppuration occurs there is discharge of thick white fluid] ",
1864,J-4,SANNIPATAJAKARNAROGAH/SANNIPATIKA-KARNASULAH,sānnipātajakarṇarōgaḥ/sannipātika-karṇaśūlaḥ,सान्निपातजकर्णरोगः/सन्निपातिक-कर्णशूलः,karṇarōga due to three dōṣa ,"the disorder is characterized by adhika dōṣavarNa-srAvaH [dischage according to predominant dosa], sarva-rūpāṇi [clinical features of all types of doshas], paryāyād uṣṇaśītēcchaḥ [alternating preference for hot and cold], śruti jāḍYavat [impaired hearing], saśōpha [associated with swelling], jvaraḥ [fever], tīvraruk [severe pain], pakvaṁ sita srāva [on suppuration, exudation of white discharge], pakvaṁ asita srāva [on suppuration, exudation of blackish discharge], pakvaṁ rakta srāva [on suppuration, exudation of blood discharge], pakvaṁ ghana srāva [on suppuration, exudation of thick discharge] ",
1865,J-5,RAKTAJAKARNAROGAH/RAKTAJAKARNASULA,raktajakarṇarōgaḥ/raktajakarṇaśūla,रक्तजकर्णरोगः/रक्तजकर्णशूल,karṇarōga due to rakta ,"the disorder is characterized by sadāhānvita śūlam [pain in the ear associated with burning sensation], ōṣa [burning sensation], śītēcchā [desire for cold], śvayathu [swelling], jvaraḥ [fever], āśu pākam [undergoes suppuration quickly], prapakvaṁ c pītalasīkāsruti [after suppuration discharge of yellowish fluid occurs], sa lasīkā yataḥ spr̥śēt tataḥ pākamupēti [wherever the fluid touches, suppuration occurs] ",
1866,J-6,KARNA-KANDU,karṇa-kaṇḍū,कर्ण-कण्डू,itchy ear ,the disorder is characterized by kaṇḍūḥ rbhr̥śaṁ (karṇayō) [severe itching sensation in the ear canal] ,
1867,J-7,KARNA-KSHVEDAH,karṇa-kṣvēḍaḥ,कर्ण-क्ष्वेडः,flute-like tinnitus ,"the disorder is characterized by karṇayō atīva kṣvēḍaḥ [hearing of whistling sound], vēṇughōṣapama-svanam [hearing of sound like a flute] ",
1868,J-8,KARNA-GUTHAKAH,karṇa-gūthakaḥ,कर्ण-गूथकः,cerumen impaction ,the disorder is characterized by śōṣita ślēṣma(karṇa srōtasi sañcita) [presence of dried ślēṣma in the ear] ,
1869,J-9,KARNA-NADAH,karṇa-nādaḥ,कर्ण-नादः,tinnitus ,"the disorder is characterized by bhērīmr̥daṅgaśaṅkhādi-vividha-svara-śravaṇam [heaing sound of bugle, mr̥daṅga, conch etc.], vividhān śabdān śṟuṇōti/vividhān svarān śṟuṇōti [hearing various sounds in ear] ",
1870,J-10,KARNAPAKAH,karṇapākaḥ,कर्णपाकः,furunculosis ,"the disorder is characterized by karṇa vikōthaḥ [putrefaction inside ear/suppuration], karṇa viklēdaḥ [manifestation of moistness inside ear] ",
1871,J-11,KARNA-PRATINAHAH,karṇa-pratināhaḥ,कर्ण-प्रतिनाहः,tympanic perforation ,"the disorder is characterized by vilāyitaḥ dravakarṇagūtha- pravr̥ttiḥ (ghrāṇamukhāt ) [appearing of liquified wax through the nose], ardha-śirasō bhēdaḥ [hemicranial pain], karṇa ruk [ear ache], karṇa gauravam [heaviness in the ear], karṇa pidhānam [feeling of obstruction in the ear], karṇa srōtōlimpēta [coating of liquified earwax inside ear], śirasō abhitāpanaḥ [causes varying type of head diseases] ",
1872,J-12,KARNA-VIDRADHIH,karṇa-vidradhiḥ,कर्ण-विद्रधिः,ear abscess , ,
1873,J-12.1,DOSHA-VIDRADHIH,dōṣa-vidradhiḥ,दोष-विद्रधिः,vidradhī due to dōṣa ,the disorder is characterized by yathāsu dōṣa liṅgaḥ [symptoms manifests as per dosha involved] ,
1874,J-12.2,KSHATA-VIDRADHIH,kṣata-vidradhiḥ,क्षत-विद्रधिः,vidradhī due to trauma ,"the disorder is characterized by raktavarṇa [red colour], tāmravarṇa [copper colour], asitaḥ (kr̥ṣṇa) [black colour], tr̥ṣṇā [thirst], mōhaḥ [semiconsciousness or stupefaction], dāhaḥ [burning sensation], pāka [inflammation/suppuration], rujā [pain], sarakta- asrasrāvaḥ [reddish discharge], pīta- asrasrāvaḥ [yellowish discharge], aruṇa- asrasrāvaḥ [slightly reddish brown discharge], pratōdaḥ [intense pricking pain], dhūmāyanaḥ [smoky/fuming sensation], dāhaḥ [burning sensation all over body], cōṣavān [causing sucking type of pain] ",
1875,J-13,KARNA-SOPAH/KARNASOTHAH,karṇa-śōphaḥ/karṇaśōthaḥ,कर्ण-शोफः/कर्णशोथः,otitis , ,
1876,J-13.1,VATAJA-KARNASOPAH,vātaja-karṇaśōphaḥ,वातज-कर्णशोफः,karṇaśōpha due to vāta ,"the disorder is characterized by aruṇaḥ śvayathu [slightly reddish swelling in ear], kr̥ṣṇa śvayathu [blackish swelling in ear], mr̥du śvayathu [soft oedema], anavasthitā śvayathu [inconstant swelling], tōdādi vēdanāviśēṣāḥ [various types of pain like pricking sensation etc] ",
1877,J-13.2,PITTAJA-KARNASOPAH,pittaja-karṇaśōphaḥ,पित्तज-कर्णशोफः,karṇaśōpha due to pitta ,"the disorder is characterized by pītaḥ śvayathuḥ [yellowish swelling], saraktō śvayathuḥ [bloody red swelling], mr̥duḥ śvayathuḥ [soft swelling], śīghrānusāri [fast spreded swelling], ōṣādi vēdanāviśēṣāḥ [various types of pains like burning sensation] ",
1878,J-13.3,KAPAJA-KARNASOPAH,kaphaja-karṇaśōphaḥ,कफज-कर्णशोफः,karṇaśōpha due to kapha ,"the disorder is characterized by pāṇḍuḥ śvayathuḥ [pale swelling], śuklō śvayathuḥ [whitish swelling], snigdhaḥ śvayathuḥ [unctuous appearance of swelling], kaṭhinaḥ śvayathuḥ [hard swelling], śītō śvayathuḥ [swelling is cold in nature], mandānusārī śvayathuḥ [develops slowly], kaṇḍūḥ [itching] ",
1879,J-13.4,SANNIPATAJA-KARNASOPAH,sānnipātaja-karṇaśōphaḥ,सान्निपातज-कर्णशोफः,karṇaśōpha due to three vitiated dōṣa , ,
1880,J-14,KARNA-SRAVAH,karṇa-srāvaḥ,कर्ण-स्रावः,otorrhoea ,the disorder is characterized by pūya-srāvaḥ (śravaṇē) [pus discharge from ears] ,
1881,J-15,KARNARBUDAH,karṇārbudaḥ,कर्णार्बुदः,ear tumour , ,
1882,J-15.1,VATAJA-KARNARBUDAH,vātaja-karṇārbudaḥ,वातज-कर्णार्बुदः,karṇārbuda due to vāta ,"the disorder is characterized by āyamyatē [feeling of stretching], vyathyatē [aching type of pain], tōdaṁ [pricking pain], pratyasyatē kr̥tyata ēti bhēdam [as if being thrown and also cutting and tearing pains], kr̥ṣṇaḥ [blackish discoloration], amr̥du [hard], bastirivātataśca [looks like a bladder distended with air], bhinnaḥ sravēd asramaccham [when it bursts discharges sero-sanguinous fluid] ",
1883,J-15.2,PITTAJA-KARNARBUDAH,pittaja-karṇārbudaḥ,पित्तज-कर्णार्बुदः,karṇārbuda due to pitta ,"the disorder is characterized by dandahyatē [severe burning sensation], dhūpyatē [fuming sensation], cūṣyatē [sucking type of pain], pāpacyatē [intense burning sensation], prajvalatīva [a feeling of being burnt up], raktaḥ sapītōऽpyathavā [it posses red or yellow colour], bhinnaḥ sravēduṣṇamatīva cāsram [discharges hot and excessive amount of blood on bursting] ",
1884,J-15.3,KAPAJA-KARNARBUDAH,kaphaja-karṇārbudaḥ,कफज-कर्णार्बुदः,karṇārbuda due to kapha ,"the disorder is characterized by śīta śōphaḥ [cold swelling], avivarṇaḥ [without any discolouration], alparujō [associated with mild pain], atikaṇḍūḥ [excessive itching], pāṣāṇavat saṁhananōpapannaḥ [stone like consistency], cirābhivr̥ddhiḥ [increases over a long period of time], bhinnaḥ sravēcchuklaghanaṁ ca pūyam [when it burst, discharges white and thick pus] ",
1885,J-15.4,RAKTAJA-KARNARBUDAH,raktaja-karṇārbudaḥ,रक्तज-कर्णार्बुदः,karṇārbuda due to rakta ,"the disorder is characterized by sāsrāvamunnahyati māṁsapiṇḍaṁ [prominent muscular lumps], sāsrāvam [discharge of blood], unnahyati māṁsapiṇḍaṁ [fleshy protruberance], māṁsāṅkurairācitam [studded with fleshy buds], āśuvr̥ddhi [rapid growth], sravatyajasraṁ rudhiraṁ [continuous discharge of blood], māṁsāṅkurairācitamāśuvr̥ddhim [studded with fleshy buds and increases rapidly], sravatyajasraṁ rudhiraṁ [continuous discharge of blood] ",
1886,J-15.5,MAMSAJA-KARNARBUDAH,māṁsaja-karṇārbudaḥ,मांसज-कर्णार्बुदः,karṇārbuda due to māṁsa ,"the disorder is characterized by śōpham [odema], avēdanaṁ [painless swelling], snigdha [smooth swelling], ananyavarṇam [same colour as skin], apākam [non suppurating], aśmōpamam [stone like hard swelling], apracālyam [fixed swelling] ",
1887,J-15.6,MEDAJA-KARNARBUDAH,mēdaja-karṇārbudaḥ,मेदज-कर्णार्बुदः,karṇārbuda due to mēdas ,"the disorder is characterized by snigdha granthi [smooth glandular swelling], mahān granthi [large swelling], alparujaḥ [mild pain], atikaṇḍūḥ [excessive itching], bhinnē piṇyākasarpiḥpratimaṁ tu mēdaḥ [when bursts it discharges fat which is similar to oil-cake and ghee] ",
1888,J-15.7,SARVATMAKA-KARNARBUDAH,sarvātmaka-karṇārbudaḥ,सर्वात्मक-कर्णार्बुदः,karṇārbuda due to three dōṣa , ,
1889,J-16,KARNARSAH,karṇārśaḥ,कर्णार्शः,polyps of ear ,"the disorder is characterized by bādhiryaṁ [deafness/hearing impairment], śūlaṁ [ear ache], pūtikarṇatā [pus discharge] ",
1890,J-16.1,VATAJAKARNARSAH,vātajakarṇārśaḥ,वातजकर्णार्शः,karṇārśas due to vāta ,"the disorder is characterized by pariśuṣkā [dried], aruṇa [slightly red in colour], vivarṇa [discoloration], viṣamamadhyā [irregular in the center], kadambapuṣpākr̥tīni [like the flowers of kadamba(anthocephalus cadamba)], tuṇḍikērī akr̥tīni [like the wild cotton plant], nāḍīmukhākr̥tīni [tubular like appearance], mukulamukhākr̥tīni [flower bud like appearance], sūcīmukhākr̥tīni [point of a needle like appearance], saśūlaṁ [associated with pain] ",
1891,J-16.2,PITTAJAKARNARSAH,pittajakarṇārśaḥ,पित्तजकर्णार्शः,karṇārśas due to pitta ,"the disorder is characterized by nīlāgrāṇi [blue in their presenting part], tanūni [slender], visarpīṇi [spreading], pītāvabhāsāni [yellowish tinge], yakr̥tprakāśāni [looks like liver], śukajihvāsaṁsthānāni [shape is like that of a parrot's tongue], yavamadhyāni [barley shaped in the middle], jalaukōvaktrasadr̥śāni [similar to the mouth of a leech] ",
1892,J-16.3,KAPAJAKARNARSAH,kaphajakarṇārśaḥ,कफजकर्णार्शः,karṇārśas due to kapha ,"the disorder is characterized by śvētāni [whitish], mahāmūlāni [broad based], sthirāṇi [fixed], vr̥ttāni [rounded], snigdhāni [smooth], pāṇḍūni [pale white], karīra [appears like karīra sprout], panasāsthi [appears like the kernal of a panasa (jack) fruit], gōstanākārāṇi [appears like teat of a cow], na bhidyantē na sravanti [nither burst nor discharge], kaṇḍūbahulāni [causes excessive itching] ",
1893,J-16.4,SANNIPATAJAKARNARSAH,sānnipātajakarṇārśaḥ,सान्निपातजकर्णार्शः,karṇārśas due to three dōṣa , ,
1894,J-17,KRUMIKARNAKAH,kr̥mikarṇakaḥ,कृमिकर्णकः,ear myiasis ,"the disorder is characterized by kr̥miḥ [worm infestation], śirasōऽbhitāpa [burning sensation in head], jantavaḥ śravaṇē nirucyatē [exudation of worms from ears], tīvrarujaḥ [severe pain] ",
1895,J-18,PUTIKARNAH,pūtikarṇaḥ,पूतिकर्णः,suppurative Ottitis ,"the disorder is characterized by pūti-srāvaḥ [putrid/offensive discharge], avēdanaḥ/ savēdanā [without pain or with pain], nīrujaḥ(pūtisrāvaḥ) [purulent discharge from ear wiothout pain], sarujaḥ (pūtisrāvaḥ) [purulent discharge from ear with pain], ghan pūtisrāva [thick purulent discharge from ear], bahuklēdaḥ [excessive moistness/soddening] ",
1896,J-19,BADHIRYAM,bādhiryam,बाधिर्यम्,deafness ,the disorder is characterized by bādhiryaṁ [deafness/hearing impairment] ,
1897,J-20,KARNASULAH,karṇaśūlaḥ,कर्णशूलः,earache/otalgia ,the disorder is characterized by atīva-karṇa-śūlaḥ/karṇa samantataḥ śūlaḥ [severe earache] ,
1898,J-21,KUCI-KARNAKAH,kūcī-karṇakaḥ,कूची-कर्णकः,aural atresia ,the disorder is characterized by saṅkōca śaśkulī [contraction of the pinna] ,
1899,J-22,KITA-PRAVISHTA-KARNAH,kīṭa-praviṣṭa-karṇaḥ,कीट-प्रविष्ट-कर्णः,aural infestation ,"the disorder is characterized by aratiḥ [distress/dicontent/restlessness], vyākulattvam [restlessness], bhr̥śa-vēdanā [severe pain], karṇa-nistōdaḥ (nistudyatē) [picking pain in th ear], karṇa-pharapharāyatē (pharapharāyanam) [rustling sound in the ear], ruk-tīvratā (kīṭē carati) [intense pain when insect moves], mandavēdanā (niṣpandē) [mild pain when insect becomes still] ",
1900,JA,KARNAPALIROGAH,karṇapālirōgaḥ,कर्णपालिरोगः,earlobule diseases , ,
1901,JA-1,UTPATAH,utpātaḥ,उत्पातः,earlobule inflammation ,"the disorder is characterized by pāli-śōthaḥ (śyāvatā) [inflamation (blackishness of lobules)], dāhaḥ(karṇapālyāṁ) [burning sensation], pākaḥ (karṇapālyāṁ) [inflammation/suppuration], rujānvitā (karṇapāliḥ) [painful], svayathu (karṇapālyāṁ) [swelling over ear lobe], sphōṭaḥ (karṇapālyāṁ) [vesicular eruptions on the ear lobe], piṭikā (karṇapālyāṁ) [papules/eruptions on karṇapāli], rāg (karṇapālyāṁ) [redness of the ear lobe], ūṣā (karṇapālyāṁ) [burning sensation in the ear lobe], klēda samanvitā [sodden appearance of ear lobe], śyāva śvayathu (karṇapālyāṁ) [bluish black swelling over the ear lobe], ruk (karṇapālyāṁ) [pain in the ear lobe], dāhaḥ (karṇapālyāṁ) [burning sensation in the ear lobe], pākaḥ (karṇapālyāṁ) [suppuration of ear lobe] ",
1902,JA-2,UNMATHAKAH,unmathakaḥ,उन्मथकः,pruritic earlobule swelling ,"the disorder is characterized by sakaṇḍukā [associated with itching], stabdha śōthaḥ [rigid swelling], avēdanā śōthaḥ [painless swelling] ",
1903,JA-3,PIPPALI,pippalī,पिप्पली,auricular achrochondron , ,
1904,JA-4,DUHKHAVARDHANAH,duḥkhavardhanaḥ,दुःखवर्धनः,stretch-indiced earlobule inflammation ,"the disorder is characterized by kaṇḍvānvita śōphaḥ(karṇapālyāṁ) [swelling in the earlobe with itching], dāhānvita śōphaḥ (karṇapālyāṁ) [swelling in the earlobe with burning sensation], rujānvita śōphaḥ(karṇapālyāṁ) [swelling in the earlobe associated with pain], śōthō bhavati pākaḥ [swelling in the earlobe with the tendency to suppurate] ",
1905,JA-5,PARIPOTAKAH,paripōṭakaḥ,परिपोटकः,piercing-induced earlobule inflammation ,"the disorder is characterized by paripōṭavān (śōphaḥ) [craking of skin over the swelling in the ear lobe], karṇa pālī śōthaḥ [swelling in ear lobes], kr̥ṣṇanibha śōthaḥ (karṇapālyāṁ) [blackish swelling in ear lobe], aruṇa nibha śōthaḥ (karṇapālyāṁ) [slightly reddish swelling in ear lobe], stabdhaḥ śōthaḥ (karṇapālyāṁ) [rigid swelling in ear lobe], sarujaḥ śōthaḥ (karṇapālyāṁ) [painful swelling in ear lobe] ",
1906,JA-6,PARILEHI,parilēhī,परिलेही,earlobule pustules ,"the disorder is characterized by sarṣapābhā visarpiṇaḥ piḍakāḥ(pālyāṁ ) [mustard like eruptions in ear lobe], kaṇḍavānvita sarṣapābhā piḍakāḥ [eruptions associated with itching], kr̥mi visarpaṇaḥ [manifestation of worms/organisms in the ear lobe], kr̥miṁ pālī-lihēt [destruction of flesh of ear lobe by organisms/worms], dāhānvita sarṣapābhā piḍakāḥ (pālyāṁ) [mustard like eruptions in ear lobe with burning sensation], rujānvita sarṣapābhā piḍakā (pālyāṁ) [mustard like eruptions in ear lobe associated with pain] ",
